분류,식품명,무게(g),칼로리(kcal),탄수화물(g),단백질(g),지방(g)
곡류 및 그 제품,"멥쌀, 백미, 새일미, 생것",1,3.66,0.7857,0.0692,0.0104
곡류 및 그 제품,"멥쌀, 현미, 남찬, 생것",1,3.55,0.7526,0.0725,0.0231
곡류 및 그 제품,"멥쌀, 현미, 금강1호, 생것",1,3.65,0.7711,0.0708,0.0272
곡류 및 그 제품,"멥쌀, 현미, 생것",1,3.57,0.7592,0.0733,0.0223
곡류 및 그 제품,"멥쌀, 백미, 오대, 죽",1,0.52,0.1116,0.0102,0.0018
곡류 및 그 제품,"멥쌀, 백미, 신동진, 죽",1,0.53,0.1142,0.0096,0.0015
곡류 및 그 제품,"멥쌀, 백미, 새일미, 죽",1,0.55,0.1172,0.0109,0.0017
곡류 및 그 제품,"멥쌀, 백미, 삼광, 죽",1,0.53,0.1151,0.0089,0.001
곡류 및 그 제품,"멥쌀, 백미, 오대, 밥",1,1.51,0.3228,0.0285,0.0044
곡류 및 그 제품,"멥쌀, 백미, 신동진, 밥",1,1.47,0.3217,0.0253,0.0028
곡류 및 그 제품,"멥쌀, 백미, 설갱, 생것",1,3.63,0.7814,0.0671,0.0104
곡류 및 그 제품,"메밀묵, 가루",1,3.71,0.7739,0.0833,0.0204
곡류 및 그 제품,"멥쌀떡, 가래떡",1,2.13,0.488,0.0371,0.0037
곡류 및 그 제품,"멥쌀떡, 가래떡, 흑미",1,2.05,0.478,0.035,0
곡류 및 그 제품,"멥쌀떡, 개피떡(바람떡)",1,2.07,0.456,0.043,0.008
곡류 및 그 제품,"멥쌀떡, 개피떡(바람떡), 쑥",1,2.06,0.452,0.045,0.008
곡류 및 그 제품,"멥쌀떡, 꿀떡",1,2.1,0.4614,0.0309,0.0146
곡류 및 그 제품,"멥쌀떡, 무지개떡",1,2.29,0.53,0.035,0.003
곡류 및 그 제품,"멥쌀떡, 백설기",1,2.45,0.5345,0.0399,0.0052
곡류 및 그 제품,"멥쌀떡, 백설기, 검정콩",1,2.29,0.4831,0.0575,0.0146
곡류 및 그 제품,"멥쌀떡, 송편, 검정콩",1,2,0.412,0.069,0.008
곡류 및 그 제품,"멥쌀떡, 송편, 팥",1,2,0.436,0.054,0.004
곡류 및 그 제품,"멥쌀떡, 송편, 깨",1,2.24,0.4401,0.059,0.0274
곡류 및 그 제품,"멥쌀떡, 모싯잎송편, 동부(국내산)",1,1.9,0.4068,0.0528,0.0065
곡류 및 그 제품,"멥쌀떡, 모싯잎송편, 동부(수입산)",1,1.9,0.399,0.0603,0.0067
곡류 및 그 제품,"멥쌀떡, 시루떡, 팥",1,1.83,0.3894,0.0583,0.0041
곡류 및 그 제품,"멥쌀떡, 절편",1,2.15,0.4904,0.0369,0.0049
곡류 및 그 제품,"멥쌀떡, 증편",1,1.95,0.4466,0.0302,0.0043
곡류 및 그 제품,"멥쌀밥, 쪄서 말린것",1,3.73,0.837,0.052,0.001
곡류 및 그 제품,"즉석밥, 누룽지",1,4.15,0.9098,0.0664,0.0084
곡류 및 그 제품,"즉석밥, 누룽지, 끓는물 부음",1,0.69,0.1506,0.0132,0.001
곡류 및 그 제품,"즉석밥, 잡곡밥(멥쌀, 찹쌀, 흑미, 팥, 기장, 찰수수)",1,1.5,0.3376,0.0283,0.0038
곡류 및 그 제품,"즉석밥, 백미",1,1.52,0.3359,0.0211,0.0028
곡류 및 그 제품,"우동면, 생것",1,1.64,0.3309,0.0333,0.0125
곡류 및 그 제품,"우동면, 생것, 삶은것",1,1.39,0.2912,0.0295,0.0046
곡류 및 그 제품,"멥쌀떡, 모싯잎송편, 동부",1,1.9,0.4029,0.0565,0.0066
곡류 및 그 제품,"칼국수면, 생것",1,3.03,0.6302,0.0725,0.0087
곡류 및 그 제품,"칼국수면, 생것, 삶은것",1,1.4,0.2898,0.0349,0.0043
곡류 및 그 제품,"칼국수면, 반건조",1,2.81,0.575,0.064,0.014
곡류 및 그 제품,"중국국수면, 생것",1,2.49,0.557,0.086,0.012
곡류 및 그 제품,"중국국수면, 생것, 삶은것",1,1.33,0.292,0.049,0.006
곡류 및 그 제품,"중국국수면, 말린것",1,3.36,0.671,0.103,0.052
곡류 및 그 제품,"중국국수면, 말린것, 삶은것",1,1.32,0.286,0.052,0.006
곡류 및 그 제품,"중국국수면, 증숙, 생것",1,1.62,0.356,0.049,0.017
곡류 및 그 제품,"케이크, 과일(후르츠)",1,3.24,0.616,0.029,0.091
곡류 및 그 제품,"케이크, 롤 케이크",1,3.69,0.3924,0.0751,0.2022
곡류 및 그 제품,"케이크, 배 케이크",1,2.96,0.435,0.062,0.108
곡류 및 그 제품,"케이크, 생크림 블루베리",1,2.8,0.2439,0.0303,0.1888
곡류 및 그 제품,"케이크, 쇼튼드 케이크",1,3.18,0.423,0.069,0.152
곡류 및 그 제품,"케이크, 스폰지 케이크",1,3.52,0.472,0.066,0.152
곡류 및 그 제품,"케이크, 엔젤푸드 케이크",1,2.58,0.578,0.059,0.008
곡류 및 그 제품,"케이크, 초콜릿 케이크",1,4.17,0.4931,0.0523,0.2209
곡류 및 그 제품,"케이크, 치즈 케이크",1,3.31,0.2882,0.0587,0.2132
곡류 및 그 제품,"케이크, 파운드 케이크",1,4.08,0.4965,0.0566,0.2071
곡류 및 그 제품,"케이크, 팬케이크",1,2.27,0.283,0.064,0.097
곡류 및 그 제품,"수수떡, 수수경단",1,2.18,0.431,0.082,0.014
곡류 및 그 제품,"시리얼, 옥수수, 아몬드",1,4.26,0.7818,0.073,0.0929
곡류 및 그 제품,"시리얼, 옥수수",1,3.78,0.8805,0.0511,0.0059
곡류 및 그 제품,"시리얼, 현미",1,3.94,0.8533,0.068,0.0279
곡류 및 그 제품,"시리얼, 옥수수, 그래놀라, 코코넛",1,4.34,0.8093,0.0556,0.0975
곡류 및 그 제품,"시리얼, 옥수수, 그래놀라, 건조과일",1,3.95,0.8466,0.0581,0.0365
곡류 및 그 제품,"시리얼, 쌀",1,3.9,0.8699,0.0665,0.0168
곡류 및 그 제품,"시리얼, 옥수수, 코코아",1,4.07,0.8578,0.0608,0.0434
곡류 및 그 제품,"마카로니, 말린것",1,3.8,0.771,0.122,0.004
곡류 및 그 제품,"마카로니, 말린것, 삶은것",1,1.26,0.258,0.038,0.002
곡류 및 그 제품,"스파게티면, 말린것",1,3.65,0.7664,0.1178,0.0128
곡류 및 그 제품,"스파게티면, 말린것, 삶은것",1,1.29,0.269,0.038,0
곡류 및 그 제품,"미숫가루, 혼합곡물",1,3.98,0.7617,0.1452,0.0548
곡류 및 그 제품,"옥수수, 단옥수수, 생것",1,1.18,0.2339,0.0401,0.015
곡류 및 그 제품,"옥수수, 단옥수수, 찐것",1,1.35,0.291,0.042,0.007
곡류 및 그 제품,"옥수수, 메옥수수, 생것",1,1.78,0.3626,0.0534,0.0206
곡류 및 그 제품,"옥수수, 메옥수수, 말린것",1,3.58,0.7412,0.0994,0.0383
곡류 및 그 제품,"옥수수, 메옥수수, 강다옥, 말린것",1,3.61,0.7368,0.0982,0.0446
곡류 및 그 제품,"옥수수, 메옥수수, 광평옥, 말린것",1,3.58,0.7254,0.0973,0.0469
곡류 및 그 제품,"옥수수, 메옥수수, 다안옥, 말린것",1,3.56,0.7249,0.1025,0.0428
곡류 및 그 제품,"옥수수, 메옥수수, 다평옥, 말린것",1,3.59,0.7532,0.0902,0.0364
곡류 및 그 제품,"옥수수, 메옥수수, 신광옥, 말린것",1,3.54,0.7478,0.0979,0.0306
곡류 및 그 제품,"옥수수, 메옥수수, 신황옥, 말린것",1,3.57,0.7414,0.1022,0.0362
곡류 및 그 제품,"옥수수, 메옥수수, 안다옥, 말린것",1,3.56,0.743,0.1025,0.0341
곡류 및 그 제품,"옥수수, 메옥수수, 양안옥, 말린것",1,3.58,0.7498,0.0956,0.0361
곡류 및 그 제품,"옥수수, 메옥수수, 장다옥, 말린것",1,3.57,0.7336,0.11,0.0376
곡류 및 그 제품,"옥수수, 메옥수수, 창다옥, 말린것",1,3.6,0.7596,0.0893,0.0347
곡류 및 그 제품,"옥수수, 메옥수수, 청안옥, 말린것",1,3.6,0.7529,0.0911,0.038
곡류 및 그 제품,"옥수수, 메옥수수, 평강옥, 말린것",1,3.59,0.753,0.0945,0.0354
곡류 및 그 제품,"옥수수, 메옥수수, 평안옥, 말린것",1,3.58,0.7124,0.1177,0.0461
곡류 및 그 제품,"옥수수, 메옥수수, 황다옥, 말린것",1,3.58,0.7427,0.1032,0.0365
곡류 및 그 제품,"옥수수, 메옥수수, 삶은것",1,1.73,0.3489,0.0511,0.0219
곡류 및 그 제품,"옥수수, 메옥수수, 구운것",1,3.72,0.783,0.089,0.039
곡류 및 그 제품,"옥수수, 찰옥수수, 생것",1,1.41,0.2896,0.0479,0.014
곡류 및 그 제품,"옥수수, 찰옥수수, 말린것",1,3.71,0.747,0.115,0.046
곡류 및 그 제품,"옥수수, 찰옥수수, 삶은것",1,1.36,0.2742,0.0472,0.0148
곡류 및 그 제품,"옥수수, 가루",1,3.64,0.833,0.0732,0.0097
곡류 및 그 제품,"옥수수, 통조림, 크림",1,0.82,0.186,0.017,0.005
곡류 및 그 제품,"옥수수, 통조림, 홀커넬",1,0.78,0.178,0.023,0.005
곡류 및 그 제품,"옥수수, 통조림, 가당",1,1.05,0.2245,0.0207,0.0073
곡류 및 그 제품,"옥수수 과자, 강냉이",1,4.09,0.879,0.0716,0.0325
곡류 및 그 제품,"옥수수 과자, 팝콘, 전자레인지 조리",1,4.97,0.6118,0.0812,0.2728
곡류 및 그 제품,"옥수수 과자, 팝콘, 캐러멜맛",1,4.59,0.7774,0.0477,0.1436
곡류 및 그 제품,"옥수수 샐러드, 콘샐러드",1,1.04,0.224,0.032,0.002
곡류 및 그 제품,"옥수수, 단옥수수, 단옥3호, 삶은것",1,1.34,0.2671,0.0391,0.0189
곡류 및 그 제품,"옥수수, 단옥수수, 고당옥1호, 삶은것",1,1.08,0.2125,0.0414,0.0133
곡류 및 그 제품,"옥수수, 단옥수수, 고당옥, 삶은것",1,1.12,0.2264,0.0393,0.012
곡류 및 그 제품,"옥수수, 단옥수수, 삶은것",1,1.18,0.2353,0.0399,0.0147
곡류 및 그 제품,"옥수수, 단옥수수, 단옥3호, 생것",1,1.37,0.2674,0.0426,0.0215
곡류 및 그 제품,"옥수수, 단옥수수, 고당옥1호, 생것",1,1.08,0.2182,0.0391,0.0109
곡류 및 그 제품,"옥수수, 단옥수수, 고당옥, 생것",1,1.08,0.2161,0.0387,0.0124
곡류 및 그 제품,"옥수수, 찰옥수수, 황금맛찰, 삶은것",1,1.18,0.2348,0.0478,0.0124
곡류 및 그 제품,"옥수수, 찰옥수수, 찐것",1,1.32,0.254,0.066,0.014
곡류 및 그 제품,"옥수수, 찰옥수수, 찰옥4호, 삶은것",1,1.56,0.3165,0.0473,0.019
곡류 및 그 제품,"옥수수, 찰옥수수, 일미찰, 삶은것",1,1.29,0.2569,0.0514,0.0137
곡류 및 그 제품,"옥수수, 찰옥수수, 대학, 삶은것",1,1.4,0.2885,0.0422,0.0142
곡류 및 그 제품,"옥수수, 찰옥수수, 황금맛찰, 생것",1,1.14,0.2268,0.0462,0.0121
곡류 및 그 제품,"옥수수, 찰옥수수, 찰옥4호, 생것",1,1.62,0.3396,0.0463,0.0151
곡류 및 그 제품,"옥수수, 찰옥수수, 일미찰, 생것",1,1.26,0.2518,0.0512,0.0125
곡류 및 그 제품,"옥수수, 찰옥수수, 대학, 생것",1,1.64,0.3402,0.0479,0.0162
곡류 및 그 제품,"찹쌀떡, 경단 카스텔라",1,2.37,0.511,0.041,0.018
곡류 및 그 제품,"찹쌀떡, 모듬찰떡",1,2.23,0.474,0.057,0.012
곡류 및 그 제품,"찹쌀떡, 약식",1,2.44,0.523,0.037,0.022
곡류 및 그 제품,"찹쌀떡, 인절미, 팥고물",1,2.04,0.448,0.042,0.009
곡류 및 그 제품,"찹쌀떡, 인절미, 콩고물",1,2.31,0.4969,0.0552,0.0115
곡류 및 그 제품,"찹쌀떡, 찰시루떡",1,1.81,0.3763,0.0663,0.0041
곡류 및 그 제품,"찹쌀빵, 찹쌀도넛",1,2.96,0.571,0.05,0.053
곡류 및 그 제품,"퀴노아, 쪄서 말린것",1,3.63,0.7262,0.0956,0.0326
곡류 및 그 제품,"아마란스, 노란색, 말린것",1,3.83,0.6727,0.1709,0.0594
곡류 및 그 제품,"아마란스, 빨간색, 말린것",1,3.81,0.6759,0.1647,0.0578
감자 및 전분류,"마, 단마, 생것",1,0.63,0.1405,0.0184,0.0012
감자 및 전분류,"마, 장마, 생것",1,0.45,0.0955,0.0156,0.0028
감자 및 전분류,"마, 장마, 삶은것",1,0.49,0.1051,0.0147,0.0025
감자 및 전분류,"마, 둥근마, 생것",1,1.52,0.3324,0.0356,0.0098
감자 및 전분류,"칡, 뿌리, 생것",1,1.37,0.3205,0.0248,0.001
감자 및 전분류,"감자, 대지, 생것",1,0.67,0.1508,0.0201,0.0004
감자 및 전분류,"감자, 대지, 삶은것",1,0.77,0.1739,0.0207,0.0008
감자 및 전분류,"감자, 대지, 찐것",1,0.8,0.1817,0.0211,0.0009
감자 및 전분류,"감자, 대지, 구운것",1,0.9,0.205,0.0243,0.0009
감자 및 전분류,"감자, 부침가루",1,3.55,0.736,0.121,0.014
감자 및 전분류,"감자, 수미, 생것",1,0.7,0.1607,0.0193,0.0003
감자 및 전분류,"감자, 수미, 삶은것",1,0.76,0.1743,0.0199,0.0004
감자 및 전분류,"감자, 수미, 찐것",1,0.75,0.1728,0.0194,0.0005
감자 및 전분류,"감자, 수미, 구운것",1,0.85,0.1938,0.023,0.0008
감자 및 전분류,"감자, 자색, 생것",1,0.82,0.185,0.028,0
감자 및 전분류,"감자, 자색, 찐것",1,0.85,0.195,0.023,0
감자 및 전분류,"감자, 자심, 생것",1,0.64,0.147,0.018,0
감자 및 전분류,"감자, 자색, 보라밸리, 생것",1,0.6,0.1379,0.0145,0.0002
감자 및 전분류,"감자, 자색, 보라밸리, 삶은것",1,0.69,0.1597,0.0139,0.0005
감자 및 전분류,"감자, 로즈밸리, 생것",1,0.68,0.1518,0.0225,0.0003
감자 및 전분류,"감자, 로즈밸리, 삶은것",1,0.79,0.1787,0.0234,0.0009
감자 및 전분류,"감자 과자, 감자칩, 구운것",1,4.69,0.714,0.05,0.182
감자 및 전분류,"감자 과자, 감자칩, 튀긴것",1,5.36,0.6092,0.0495,0.3033
감자 및 전분류,"감자 튀김, 튀긴것",1,2.93,0.4416,0.0354,0.113
감자 및 전분류,"감자 튀김, 해시브라운, 튀긴것",1,2.19,0.2851,0.0265,0.1159
감자 및 전분류,"감자, 으깬감자",1,0.83,0.1757,0.0191,0.0057
감자 및 전분류,"당면, 고구마, 말린것",1,3.58,0.8875,0.0008,0.0007
감자 및 전분류,"당면, 고구마, 삶은것",1,1.23,0.3038,0.0003,0.0004
감자 및 전분류,"당면, 고구마, 감자, 말린것",1,3.46,0.866,0,0.002
감자 및 전분류,"야콘, 뿌리, 생것",1,0.52,0.124,0.006,0.003
감자 및 전분류,"전분, 감자, 가루",1,3.34,0.827,0.0007,0.0002
감자 및 전분류,"전분, 고구마, 가루",1,3.46,0.8585,0,0.0005
감자 및 전분류,"전분, 밀, 가루",1,3.6,0.86,0.002,0.005
감자 및 전분류,"전분, 쌀, 가루",1,3.75,0.893,0.002,0.007
감자 및 전분류,"전분, 옥수수, 가루",1,3.66,0.896,0.0019,0.0056
감자 및 전분류,"전분, 옥수수, 밀, 가루",1,3.79,0.938,0.003,0
감자 및 전분류,"전분, 칡뿌리, 가루",1,3.56,0.856,0.002,0.002
감자 및 전분류,"천마, 생것",1,0.77,0.185,0.009,0
감자 및 전분류,"천마, 찐것",1,0.81,0.193,0.011,0
감자 및 전분류,"토란, 생것",1,0.71,0.1577,0.0208,0.0014
감자 및 전분류,"토란, 삶은것",1,0.73,0.1628,0.0217,0.0018
감자 및 전분류,"토란, 찐것",1,0.76,0.1675,0.024,0.0017
감자 및 전분류,"야콘, 뿌리, 삶은것",1,0.42,0.099,0.006,0.003
감자 및 전분류,"고구마, 말린것",1,3.12,0.757,0.023,0.001
감자 및 전분류,"고구마, 찐것",1,1.63,0.3941,0.0108,0.0015
감자 및 전분류,"고구마, 베니하루까, 생것",1,1.47,0.3491,0.0103,0.0045
감자 및 전분류,"고구마, 분질(밤) 고구마, 생것",1,1.54,0.3722,0.0101,0.0011
감자 및 전분류,"고구마, 분질(밤) 고구마, 찐것",1,1.69,0.409,0.0107,0.0015
감자 및 전분류,"고구마, 분질(밤) 고구마, 구운것",1,1.89,0.4594,0.0101,0.0016
감자 및 전분류,"고구마, 신율미, 생것",1,1.64,0.3884,0.01,0.0061
감자 및 전분류,"고구마, 신자미, 생것",1,1.07,0.255,0.013,0.001
감자 및 전분류,"고구마, 연황미, 생것",1,1.27,0.307,0.011,0
감자 및 전분류,"고구마, 점질(호박) 고구마, 생것",1,1.41,0.3381,0.0117,0.002
감자 및 전분류,"고구마, 점질(호박) 고구마, 찐것",1,1.57,0.3791,0.011,0.0015
감자 및 전분류,"고구마, 점질(호박) 고구마, 구운것",1,1.86,0.4502,0.0125,0.0016
감자 및 전분류,"고구마, 주황미, 생것",1,1.05,0.251,0.01,0.001
감자 및 전분류,"고구마, 진홍미, 생것",1,1.4,0.338,0.012,0
감자 및 전분류,"고구마, 생것",1,1.47,0.3552,0.0109,0.0015
감자 및 전분류,"고구마, 구운것",1,1.88,0.4548,0.0113,0.0016
감자 및 전분류,"곤약(구약나물), 가루",1,1.94,0.853,0.03,0.001
감자 및 전분류,"곤약(구약나물), 국수형, 생것",1,0.07,0.03,0.002,0
감자 및 전분류,"곤약(구약나물), 판형, 생것",1,0.06,0.0306,0.0012,0.0001
감자 및 전분류,"돼지감자, 생것",1,0.35,0.1492,0.0218,0.0009
감자 및 전분류,"돼지감자, 말린것",1,1.72,0.7435,0.1043,0.0046
감자 및 전분류,"돼지감자, 삶은것",1,0.39,0.1716,0.0223,0.0011
감자 및 전분류,"아피오스감자, 생것",1,1.75,0.382,0.061,0.005
감자 및 전분류,"히카마(얌빈), 생것",1,0.44,0.1036,0.0068,0.0006
감자 및 전분류,"히카마(얌빈), 삶은것",1,0.45,0.1066,0.0039,0.0006
당류,"껌, 추잉 껌",1,3.88,0.969,0,0
당류,"껌, 풍선껌",1,3.87,0.967,0,0
당류,"껌, 무설탕",1,2.68,0.948,0,0.004
당류,"꿀, 밤",1,3.14,0.8495,0.0045,0.0002
당류,"꿀, 아카시아",1,3.19,0.8648,0.0012,0
당류,"꿀, 잡화",1,3.18,0.8607,0.0026,0.0002
당류,"꿀, 토종",1,3.13,0.8473,0.0038,0.0002
당류,"엿, 고구마",1,2.63,0.697,0.016,0
당류,"당밀, 가공당",1,2.74,0.682,0.002,0
당류,"사탕, 드롭스",1,3.79,0.9757,0.0031,0.0055
당류,"사탕, 마쉬멜로",1,3.24,0.793,0.021,0
당류,"사탕, 박하사탕",1,3.82,0.9859,0.0002,0.0002
당류,"사탕, 버터",1,3.52,0.9062,0.0022,0.0822
당류,"사탕, 땅콩",1,3.54,0.912,0.0023,0.0714
당류,"설탕, 가루",1,3.89,0.9977,0,0
당류,"설탕, 각설탕",1,3.94,1,0,0
당류,"설탕, 백설탕",1,3.87,0.9996,0,0.0001
당류,"설탕, 빙설탕",1,3.94,0.998,0.001,0
당류,"설탕, 황설탕",1,3.86,0.9981,0,0.0001
당류,"설탕, 흑설탕",1,3.79,0.9788,0.0012,0.0001
당류,"시럽, 단풍나무",1,2.6,0.6704,0.0004,0.0006
당류,"시럽, 초콜릿",1,2.68,0.671,0.021,0.001
당류,"양갱, 팥",1,2.98,0.7344,0.0337,0.0014
당류,"젤리, 구미",1,3.44,0.7753,0.075,0.0042
당류,"조청, 감",1,2.01,0.47,0.03,0.001
당류,"조청, 고구마",1,2.89,0.77,0.0138,0.0035
당류,"조청, 도라지",1,3.23,0.86,0.017,0.001
당류,"조청, 배",1,2.38,0.623,0.021,0
당류,"조청, 산수유",1,2.99,0.809,0.003,0
당류,"조청, 쌀",1,3.26,0.879,0.0053,0.0024
당류,"조청, 오가피",1,2.86,0.773,0.004,0.001
당류,"푸딩, 바닐라 가루, 우유에 섞은것",1,1.14,0.197,0.027,0.029
당류,"푸딩, 커스터드",1,1.16,0.14,0.057,0.055
당류,"젤라틴, 디저트용, 가루",1,3.81,0.905,0.078,0
당류,"초콜릿, 다크 초콜릿",1,5.98,0.459,0.0779,0.4263
당류,"초콜릿, 땅콩 초콜릿",1,5.19,0.497,0.131,0.335
당류,"초콜릿, 크런치 초콜릿",1,5.2,0.6249,0.0725,0.2681
당류,"초콜릿, 밀크 아몬드 초콜릿",1,5.26,0.534,0.09,0.344
당류,"초콜릿, 밀크 초콜릿",1,5.49,0.5617,0.078,0.3254
당류,"초콜릿, 스위트 초콜릿",1,5.07,0.604,0.039,0.342
당류,"초콜릿, 화이트 초콜릿",1,5.39,0.5924,0.0587,0.3209
당류,"캐러멜, 우유",1,4.23,0.799,0.018,0.107
당류,"초코바, 땅콩 캐러멜",1,4.79,0.6198,0.0936,0.2151
당류,"초코바, 쿠키 캐러멜",1,4.89,0.676,0.0433,0.2233
두류,"팥, 검은색, 말린것",1,3.3,0.5872,0.2063,0.0096
두류,"팥, 검은색, 삶은것",1,1.56,0.2715,0.0949,0.0086
두류,"팥, 적색, 말린것",1,3.35,0.5856,0.2182,0.0107
두류,"팥, 적색, 삶은것",1,1.13,0.194,0.0791,0.0032
두류,"팥, 팥빙수용 단팥",1,2.06,0.4563,0.0451,0.0022
두류,"팥, 회색, 말린것",1,3.5,0.633,0.219,0.01
두류,"팥, 앙금, 페이스트",1,1.47,0.271,0.098,0.006
두류,"팥, 검은색, 검구슬, 말린것",1,3.36,0.6026,0.2057,0.0105
두류,"팥, 녹색, 연두채, 말린것",1,3.41,0.5954,0.2258,0.01
두류,"팥, 적색, 서나, 말린것",1,3.41,0.6056,0.2114,0.0122
두류,"팥, 적색, 아라리, 말린것",1,3.38,0.595,0.2159,0.0106
두류,"팥, 황백, 말린것",1,3.43,0.5985,0.2238,0.0117
두류,"팥, 황백, 흰구슬, 말린것",1,3.48,0.6143,0.2155,0.0144
두류,"팥, 황백, 흰나래, 말린것",1,3.37,0.5826,0.232,0.0089
두류,"팥, 적색, 수입산, 말린것",1,3.57,0.685,0.196,0.005
두류,"녹두, 말린것",1,3.52,0.6015,0.2451,0.0152
두류,"녹두, 삶은것",1,1.58,0.2666,0.1129,0.0067
두류,"녹두 빈대떡, 가루",1,3.47,0.634,0.207,0.012
두류,"녹두 빈대떡가루, 반죽",1,0.98,0.17,0.062,0.006
두류,"녹두 국수, 말린것",1,3.44,0.875,0.002,0.004
두류,"동부, 생것",1,1.66,0.2934,0.0951,0.0102
두류,"동부, 말린것",1,3.43,0.6056,0.1961,0.021
두류,"동부, 삶은것",1,1.38,0.2446,0.0811,0.0077
두류,"동부, 수입산, 말린것",1,3.45,0.5943,0.2208,0.0207
두류,"동부, 수입산, 삶은것",1,1.55,0.2628,0.1002,0.0112
두류,"완두, 생것",1,1.14,0.1951,0.0792,0.0044
두류,"완두, 말린것",1,3.63,0.671,0.207,0.013
두류,"완두, 삶은것",1,1.22,0.2078,0.0727,0.011
두류,"잠두, 생것",1,3.41,0.5829,0.2612,0.0153
두류,"잠두, 삶은것",1,1.1,0.1965,0.076,0.004
두류,"밤콩, 갈색, 말린것",1,4.1,0.306,0.35,0.172
두류,"대두, 노란색, 말린것",1,4.09,0.3299,0.3621,0.1471
두류,"대두, 콩가루",1,4.27,0.323,0.37,0.209
두류,"대두, 노란색, 삶은것",1,2.01,0.1202,0.1782,0.095
두류,"대두, 노란색, 볶은것",1,4.44,0.3357,0.4047,0.1721
두류,"대두, 노란색, 대풍, 말린것",1,4.05,0.3694,0.3436,0.1383
두류,"대두, 노란색, 대풍, 볶은것",1,4.6,0.373,0.358,0.195
두류,"대두, 노란색, 미국산, 말린것",1,4.32,0.396,0.339,0.16
두류,"대두, 검은색, 서리태, 말린것",1,4.13,0.3045,0.3868,0.1586
두류,"대두, 검은색, 서리태, 삶은것",1,1.96,0.1139,0.1902,0.0875
두류,"대두, 검은색, 서리태, 볶은것",1,4.36,0.3127,0.4172,0.1672
두류,"대두, 노란색, 중국산, 말린것",1,4.33,0.392,0.327,0.169
두류,"대두, 검은색, 청자3호, 말린것",1,3.99,0.3784,0.346,0.126
두류,"대두, 검은색, 청자3호, 볶은것",1,4.52,0.367,0.374,0.181
두류,"대두, 검은색, 흑태, 말린것",1,4.07,0.3245,0.361,0.1537
두류,"대두, 검은색, 흑태, 삶은것",1,1.99,0.124,0.1787,0.0905
두류,"대두, 검은색, 흑태, 볶은것",1,4.46,0.3331,0.4099,0.1731
두류,"두부, 동두부, 동결건조",1,4.96,0.042,0.505,0.341
두류,"두부, 순두부",1,0.44,0.0069,0.0685,0.0135
두류,"두부, 연두부",1,0.5,0.0193,0.0466,0.0251
두류,"두부, 유부",1,4.5,0.0793,0.2611,0.3423
두류,"두유, 대두",1,0.62,0.0342,0.0301,0.0392
두류,"두유, 검은콩",1,0.86,0.0987,0.0321,0.0377
두류,"두유, 검은콩, 검은참깨",1,0.77,0.0876,0.034,0.0315
두류,"두유, 콩국물, 소금 0.3%",1,0.57,0.0374,0.0484,0.0257
두류,"완두, 통조림",1,0.82,0.197,0.036,0.004
두류,"강낭콩, 생것",1,1.72,0.3238,0.088,0.0086
두류,"강낭콩, 말린것",1,3.5,0.639,0.212,0.011
두류,"강낭콩, 삶은것",1,1.7,0.319,0.0846,0.009
두류,"리마콩, 말린것",1,3.06,0.608,0.219,0.018
두류,"리마콩, 삶은것",1,1.22,0.26,0.096,0.009
